1,8
2,9
3,9
4,7
6,15
7,3
8,7
9,8
10,6
11,10
12,9
13,6
14,4
15,11
16,8
17,8
18,15
19,16
20,3
21,5
23,9
24,11
25,9
26,17
27,17
28,5
29,5
30,7
31,7
32,12
33,9
34,12
35,6
36,8
37,8
38,9
39,6
40,11
41,5
42,13
43,7
44,1
46,12
47,9
48,6
49,10
50,14
51,2
52,7
53,5
54,11
55,8
56,11
57,10
58,11
59,7
60,13
62,14
63,4
64,7
65,9
66,3
67,11
68,8
69,2
70,9
71,6
72,18
73,10
74,8
75,9
76,9
77,4
78,10
79,11
80,9
81,4
82,9
83,10
84,13
85,11
86,5
87,8
88,15
89,7
90,7
91,9
92,12
93,14
94,9
95,7
96,8
97,10
98,3
99,10
100,8
101,12
102,5
103,8
104,12
105,10
106,9
107,3
108,4
109,7
110,8
111,15
112,7
113,8
114,7
115,5
116,7
117,11
118,13
119,6
120,10
121,6
122,16
123,7
124,8
125,11
126,5
127,12
128,5
129,12
130,13
132,15
133,7
134,11
135,13
136,18
137,16
138,4
139,7
140,5
141,6
142,7
143,16
144,7
145,6
146,12
147,10
148,5
149,8
151,6
152,8
154,10
155,6
156,4
157,8
158,6
159,7
160,7
161,9
162,7
163,10
164,6
165,8
166,10
167,8
168,5
169,9
170,2
171,12
172,8
173,5
174,4
175,9
176,11
177,7
178,11
179,16
180,6
181,11
182,12
183,6
184,7
185,4
187,12
188,8
189,3
190,8
191,7
192,8
193,9
194,9
195,14
196,8
197,11
198,4
199,16
200,5
201,10
202,10
203,13
204,8
205,15
206,9
207,7
208,10
209,7
210,10
211,18
212,16
213,12
214,3
215,11
216,16
217,4
218,3
219,13
220,7
221,11
222,7
223,18
224,10
225,20
226,11
227,13
228,5
229,6
230,12
231,14
232,9
233,6
234,11
235,11
236,4
237,13
238,7
239,6
240,13
241,7
242,13
243,12
244,10
245,12
246,5
247,5
248,18
249,9
250,10
251,12
252,8
253,15
254,7
255,6
256,12
257,5
258,5
259,10
260,18
261,9
262,3
263,3
265,7
266,20
267,7
268,8
269,13
270,10
271,11
272,13
273,8
274,13
275,9
276,10
277,13
278,10
279,15
280,7
281,6
282,7
283,7
284,12
285,12
286,9
287,11
288,14
289,7
290,8
291,13
292,9
293,14
294,7
295,7
296,9
297,5
298,12
299,9
300,9
301,10
302,9
303,14
304,9
305,12
306,9
307,13
308,13
309,6
310,19
311,7
312,7
313,13
314,4
315,11
316,2
317,9
318,7
319,7
320,12
321,11
322,8
323,5
324,3
325,8
326,6
327,7
328,12
329,6
330,7
331,11
332,7
333,9
334,12
336,9
337,21
338,12
339,14
340,16
341,7
342,6
343,7
344,14
345,6
346,5
347,8
348,20
349,10
350,4
351,7
352,8
353,17
354,4
355,16
356,7
357,3
358,12
359,6
360,7
361,12
362,9
363,10
364,12
365,6
366,7
367,12
368,9
369,7
370,8
371,4
372,5
373,11
374,12
375,12
376,10
377,11
378,6
379,9
380,13
381,15
382,10
383,8
384,8
385,9
386,9
387,14
388,6
389,7
390,6
391,8
392,8
393,8
394,5
395,16
396,8
397,12
398,4
399,5
400,12
401,3
402,9
403,5
405,10
406,6
407,8
408,10
409,7
410,12
412,11
413,13
414,11
415,10
416,5
417,13
418,10
419,10
420,12
421,9
422,11
423,9
424,14
425,6
426,15
427,6
428,7
429,9
430,8
431,5
432,16
433,5
434,5
435,10
436,21
437,16
438,12
439,3
440,10
441,11
442,8
443,6
444,7
445,5
446,3
447,5
448,2
449,10
450,8
451,18
452,3
453,6
454,5
455,5
456,16
457,6
458,11
459,15
460,5
461,9
462,15
463,9
464,7
465,8
466,18
467,7
468,6
469,12
470,10
471,6
472,7
473,12
474,4
475,12
476,5
477,9
478,7
479,8
480,6
481,8
482,3
483,20
484,14
485,6
486,16
487,13
489,16
490,3
491,3
492,11
493,7
494,7
495,6
496,4
497,9
498,7
499,6
500,14
501,10
502,10
503,8
504,7
505,8
506,9
507,9
508,5
509,7
510,9
511,7
512,7
513,7
514,15
515,7
516,4
517,12
518,9
519,17
520,20
521,9
522,13
523,4
524,16
525,8
526,6
527,11
528,18
529,9
530,4
531,2
532,9
533,6
534,13
535,7
536,5
537,7
538,11
539,16
540,11
541,7
542,6
543,11
544,9
545,7
546,8
547,7
548,9
549,11
550,8
551,7
552,11
553,9
554,8
555,8
556,8
557,7
558,12
559,8
560,10
561,13
562,7
563,11
564,10
565,14
566,9
567,8
568,11
569,6
571,11
572,6
573,9
574,15
575,17
576,12
577,7
578,12
579,11
580,9
581,13
582,10
583,7
584,10
585,13
586,9
587,11
588,8
589,9
590,11
591,11
592,8
593,10
594,10
595,11
596,10
597,13
598,9
599,6
600,17
601,10
602,12
603,12
604,9
605,13
606,11
607,10
608,11
609,13
610,8
611,11
612,6
613,14
614,6
615,10
616,12
617,6
618,12
619,9
620,5
622,8
623,12
624,11
625,10
626,7
627,5
628,4
629,6
630,8
631,11
632,8
633,12
634,7
635,3
636,12
637,10
638,7
639,11
640,7
641,9
642,7
643,9
644,8
645,8
646,11
647,9
648,11
649,17
650,6
651,4
652,5
653,13
654,6
655,4
656,11
657,9
658,9
659,15
660,11
661,7
662,8
663,6
664,9
665,4
666,12
667,5
668,7
669,15
670,8
671,9
672,6
673,15
674,9
675,6
676,20
677,17
678,4
680,5
681,12
682,4
683,11
684,11
685,22
686,7
687,8
688,6
689,17
690,5
691,15
692,3
693,18
694,10
695,8
696,9
697,9
698,11
699,4
700,9
701,12
702,10
703,12
704,6
705,7
706,4
707,8
708,6
709,10
710,22
711,6
712,20
713,9
714,7
715,11
716,9
717,4
718,9
719,4
720,6
721,15
722,12
723,12
724,14
725,7
726,16
727,8
728,8
729,5
730,12
731,13
732,14
733,5
734,8
735,11
736,10
737,8
738,8
739,4
740,8
741,12
742,10
743,7
744,13
745,9
746,6
747,16
748,7
749,10
750,5
751,12
752,5
753,9
754,6
755,6
756,7
757,9
758,8
759,8
760,2
761,8
762,12
764,10
765,7
766,7
767,14
768,9
769,8
770,15
771,9
772,10
773,3
774,5
775,18
776,9
777,14
778,3
779,6
780,6
781,7
782,10
783,5
784,12
785,17
786,6
787,8
788,9
789,9
790,7
791,8
792,8
793,16
794,14
795,10
796,5
797,13
798,10
799,8
800,8
801,9
802,3
803,2
804,8
805,8
806,7
807,6
808,13
809,12
811,8
812,11
813,6
814,17
815,13
816,7
818,11
819,10
820,6
821,13
822,14
823,8
824,15
825,7
826,12
827,6
828,9
829,10
830,7
831,9
832,8
833,14
834,3
835,9
836,8
837,5
838,5
839,12
840,6
842,8
843,16
844,9
845,7
846,10
847,13
848,8
849,13
850,8
851,6
852,9
853,9
854,7
855,13
856,18
857,4
858,11
859,17
860,10
861,8
862,10
863,13
864,9
865,9
867,4
868,13
869,12
870,18
871,20
872,7
874,7
875,4
876,12
877,21
879,9
880,8
881,7
882,15
883,8
884,16
886,6
887,13
888,8
889,5
891,7
892,18
893,6
894,9
895,17
896,12
898,15
899,10
900,13
901,12
902,8
903,4
904,9
906,9
907,18
908,17
909,16
910,16
911,10
912,10
913,11
914,6
915,10
916,6
917,8
918,7
919,6
920,13
921,12
922,19
923,14
924,8
925,11
926,5
927,9
928,4
929,7
930,5
931,14
932,11
934,11
935,13
936,10
937,13
938,5
939,7
940,14
941,9
942,13
943,10
944,9
945,12
946,8
947,13
948,12
950,9
951,16
952,7
953,11
954,10
955,5
956,18
957,20
958,11
959,10
961,8
962,17
963,6
964,13
965,7
966,13
967,4
968,5
969,7
970,10
971,12
972,8
973,7
974,15
975,8
976,17
977,11
978,6
979,3
980,5
981,10
982,17
983,7
984,19
985,9
986,8
987,14
988,3
990,5
991,9
993,6
994,8
995,9
996,7
997,8
998,9
999,9
1001,15
1002,7
1003,13
1004,17
1005,14
1006,16
1007,15
1008,11
1009,7
1011,14
1012,6
1013,16
1014,7
1015,12
1016,8
1017,8
1018,12
1019,10
1020,12
1021,8
1022,17
1023,20
1024,7
1025,11
1026,13
1027,5
1028,6
1029,4
1030,10
1031,15
1032,9
1033,13
1034,8
1035,13
1036,9
1037,5
1038,10
1039,5
1040,11
1041,15
1042,14
1043,2
1044,12
1045,13
1046,12
1047,14
1048,8
1049,18
1050,12
1051,9
1052,5
1053,11
1054,5
1055,7
1056,5
1057,15
1058,5
1059,14
1060,12
1061,7
1062,7
1063,6
1064,7
1065,12
1066,20
1067,13
1068,7
1069,16
1070,6
1071,7
1072,12
1073,11
1074,7
1076,15
1077,14
1078,7
1079,11
1080,6
1081,11
1082,8
1083,9
1084,6
1085,16
1086,6
1087,5
1088,13
1089,8
1090,6
1091,15
1092,6
1093,2
1094,8
1095,10
1096,12
1097,7
1098,19
1099,11
1100,5
1101,8
1102,15
1103,4
1104,10
1105,13
1106,11
1107,10
1108,10
1109,9
1110,7
1111,2
1112,6
1113,13
1114,12
1115,17
1116,12
1117,5
1118,11
1119,10
1120,9
1121,8
1122,10
1123,12
1124,10
1125,15
1126,11
1127,12
1128,10
1129,7
1130,6
1131,9
1132,17
1133,8
1134,18
1135,5
1136,5
1137,15
1138,11
1139,2
1140,12
1141,4
1142,6
